title,description,created on,duration,engagement,fixed job amount (USD),hourly budget,client location,is Payment verified,total spent (USD),total reviews,feedback,experience level,proposal tier,is enterprise,connect price,job url 
"Hip Hop /R&B Sample Pack Producer/ musician

","I'm seeking original sound packs containing at least 20 loops and all the
stems used to create those loops. I will require evidence of the loops, and
everything must be original. I will fully own the loops since this is work-
for-hire. Contact me if you can perform some ""fire loops""

",2023-02-09T20:09:17+00:00,1 to 3 months,,              200.00,,United States,Yes,"            3,334.09",140,"4.87 Stars, based on 140 feedbacks",Entry level,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01717d5d214d94e371)
"Edit high tune and sound from microphone on video

","I have 15 videos I'd like to b edited with the sound.There's a problem with my
microphone and the sound has peaks when I talk, especially when I speak a bit
louder. Please see this example https://youtu.be/gXHDyjzWnJM I have 15 videos
to be edited. Please share how you could solve this problem, and the
approximate time (each video is 15-25 minutes). Open for any solution no
matter if you do it manually, use AI etc. A fixed price is also possible. To
start with we would do a test of the first 20 seconds of the video just to
make sure you can solve the problem, then we do te rest of the video, and next
the other 14.

",2023-04-30T16:28:31+00:00,1 to 3 months,Less than 30 hrs/week,                0.00,$10.00-$33.00,Spain,Yes,"           18,154.03",73,"4.99 Stars, based on 73 feedbacks",Intermediate,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~011e616ef6a5a9fb8e)
"Mix & Mastering HipHop & Rap Instrumentals (Beats)

","Hello, I need my hip hop and rap instrumentals (beats) to be mixed and
mastered for a higher quality sound experience. I ultimately have over 50
songs and I am willing to pay $10 for each if performance and quality is met.
I have a few artists and songs which I want my music to sound similar to as a
reference point. My music is not complex to mix and on average there are about
8 instruments or less. Mainly concerned that everything meshes well and can be
played in various outputs and sound good.

",2023-04-08T14:41:18+00:00,Less than 1 month,,               10.00,,United States,Yes,                0.00,0,No feedback yet,Expert,50+,False,4,[jobLink](https://www.upwork.com/jobs/~0187c7f58c1caaf524)
"Edit Audio Book

","Hello, I am recording my novel and would like someone to mix and master the
final recording. This includes removing static and making it sound clear.

",2023-04-29T23:04:38+00:00,1 to 3 months,,               50.00,,United States,Yes,"            1,510.59",24,"4.97 Stars, based on 24 feedbacks",Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~010d5e189ded88f853)
"Looking for a sound designer for a short action scene.

","Looking for sound designers for 3 action scenes under 20 seconds. Each action
scene is a sword fight action, and you only need to make sound effects. Find
delicate workers.

",2023-05-14T18:40:01+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$15.00-$20.00,South Korea,Yes,              431.75,2,"5.00 Stars, based on 2 feedbacks",Intermediate,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~010f75195e9678a403)
"Working on A song

","I'm a upcoming singer, songwriter and dancer. Working on getting into the
music industry.

",2023-05-05T05:12:32+00:00,1 to 3 months,Less than 30 hrs/week,                0.00,$11.00-$25.00,United States,No,                0.00,0,No feedback yet,Entry level,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01ea4f4f25984f3d1d)
"Podcast production

","I am looking for someone who can manage the complete process of producing a
podcast. Responsibilities: Edit and enhance recorded audio to improve clarity,
balance, and overall sound quality Add intros, outros, music, sound effects,
and transitions as needed Remove unwanted background noise and ensure
consistent audio levels throughout the episode Ensure compliance with
podcasting best practices, including proper use of ID3 tags, episode titles,
and show notes Deliver finished episodes in the desired format and within the
specified timeframe Collaborate with the content team to ensure the final
product aligns with our brand and audience expectations Requirements: Strong
experience in audio editing and post-production, with a focus on podcasting
Proficiency in audio editing software such as Adobe Audition or Hindenburg
Journalist Knowledge of podcasting best practices and familiarity with
industry standards Strong attention to detail and ability to deliver high-
quality work on time Excellent communication and collaboration skills Access
to own equipment and software

",2023-04-26T07:35:46+00:00,More than 6 months,30+ hrs/week,                0.00,$30.00-$50.00,United States,Yes,"            7,566.78",9,"4.57 Stars, based on 9 feedbacks",Expert,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~01e2696d5f24b192cb)
"Cut audio to create a 30-minute clean audio file

","Hi, I need someone to cut up a bunch of podcasts to create an audio file that:
a) doesn't have any music b) doesn't have other voices c) doesn't have other
external noises (i.e. wind, banging, etc.) d) the completed file must be 30
minutes long The final audio needs to be high quality/not compressed. To get
the job: 1) Start your response with ""Hi orange"" 2) Provide a price 3) Be able
to complete this project by EOD Monday (and explicitly state so) 4) Understand
what the job requires & have audio editing experience Thanks and good luck

",2023-04-21T00:21:33+00:00,Less than 1 month,,              300.00,,Australia,Yes,"           25,524.47",16,"4.97 Stars, based on 16 feedbacks",Entry level,50+,False,6,[jobLink](https://www.upwork.com/jobs/~012de1516c103afff9)
"UK DRILL Music Remix (Cover Songs)

","Hi there, We have approximately 30 songs we're looking to get remixed into a
UK Drill sound. We have all vocal stems recorded and sometimes an instrumental
track too. These are cover songs of popular music \- Lady Gaga, Justin Bieber
etc. The vocals are 100% created by us. Each track needs to: \- Be short,
between 1:30 - 2:30 \- Within the first 5 seconds you must know its a drill
cover and what popular song it is \- Use filters and effects on the vocals \-
MUST HAVE NO LOOPS, work must be original as you'll be signing over copyright
BEST example of an artist is this one on spotify called 'Drill Gates' -
https://open.spotify.com/artist/4anRsJeihT0h3v3YO2q8wQ?si=cBwVqu9aR2Sz2uZ9sjo26w
Ideally quality will be this level or higher. Successful candidate will run on
a single track test and then contracted for 6-12months of work. You will be
signing over 100% of the copyrighted work for our use on YouTube. Please let
me know if you have questions, eager to work long term!

",2023-04-14T03:24:47+00:00,More than 6 months,,               60.00,,Australia,Yes,"           10,281.75",51,"4.98 Stars, based on 51 feedbacks",Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~014a5519215b9af50b)
"Producing 12 Lofi Beats - Exclusive Rights to Me

","Hi. I’m looking for a music producer to create 12 awesome Lofi chill cafè
songs each between 100-150 seconds. I need, however, a few things: 1) The
track must be 100% original, never sold before to anyone else, and not using
samples. I will make sure to use shazam to check if the music is 100% original
made from scratch. If you use samples, they need to be manipulated enough to
be considered original. 2) I will need you to sing my copyright form where you
pass me 100% of the commercial rights of the music produced so I will be the
producer, editor and publisher of every track you make. 3) Budget is around
100 USD for 12 tracks between 100 and 150 seconds. For the style I want, I
link here my 5 favourite Lofi Songs: I like dreamy/focus style, with natural
elements, violin, flaute, harmonica, guitar, deep piano notes. 1)
https://open.spotify.com/track/4nsyLChTFrgHl2YgEPsBDB?si=773b90c31b44423a 2)
https://open.spotify.com/track/0kYh791NMNolKgTOW40Z3m?si=1d69b16162004471 3)
https://open.spotify.com/track/0FwUmaSJSxquf0f3eUuj9P?si=f91249fe6c8e41d4 4)
https://open.spotify.com/track/4HKhaIStwDxfK477B7MezA?si=310cc47789b84372 5)
https://open.spotify.com/track/50dY2x7xtc7SUl5GrWvNEB?si=72c22d15237543a5
Thank you PS: this is my LoFi playlist where I save all the best songs I find,
if you want to give it a listen to better understand the genre I like.
https://appurl.io/b3rHuymLzR

",2023-04-16T14:04:16+00:00,Less than 1 month,,              100.00,,Malta,Yes,              100.00,1,"5.00 Stars, based on 1 feedback",Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~015deb02e1ca96256b)
"Music producer/ engineer Logic Pro X

","Looking for an engineer/ producer with experience with rock like nirvana,
acoustic, alternative, and country music. First task will be to mix and master
and or produce more to a sample demo song I have created in Logic Pro X…

",2022-12-01T18:48:04+00:00,Less than 1 month,,               20.00,,United States,Yes,"           14,295.96",20,"5.00 Stars, based on 20 feedbacks",Expert,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~01147ab7ffa1482d22)
"Original 1950s TV Ad Style Music

","I'm looking for someone to create original 1950's TV show/commercial style
music. Original examples are encouraged when applying for this position.
Here's a playlist of perfect examples:
https://youtube.com/playlist?list=PLRQKT-Cu2_2TM_k6gHwXw_t89H3OdhUKd Looking
forward to hopefully working with you in the long run!

",2023-04-18T08:37:38+00:00,More than 6 months,30+ hrs/week,                0.00,,United States,Yes,"            1,681.80",3,"4.97 Stars, based on 3 feedbacks",Expert,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~01e0d5b1f6f0a7c5bb)
"Jingle Creation for a brand

","We are seeking a talented individual or team to create a catchy and memorable
jingle for our brand. This project will span a period of 1 to 3 months and
requires expertise in audio editing, production, composition, songwriting, and
sound mixing. The ideal candidate will have a passion for music and a creative
approach to brand promotion. They will work closely with our marketing team to
understand our brand's values and target audience, and then create a jingle
that reflects our unique identity and resonates with our customers. We are
looking for a candidate who can provide a proposal outlining their approach to
the project, including their creative process, timeline, and budget. The
proposal should also include links to past completed projects that demonstrate
their expertise in audio production and music composition. If you are a
skilled audio professional with a passion for creating memorable music, we
encourage you to submit a proposal for this exciting opportunity. We look
forward to hearing from you!

",2023-05-12T06:49:38+00:00,1 to 3 months,Less than 30 hrs/week,                0.00,$15.00-$37.00,Philippines,Yes,"            9,626.54",16,"4.81 Stars, based on 16 feedbacks",Intermediate,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~01466b26ec2ff32d44)
"Audio Noise Reduction for Piano Recording at Cocktail Party

","I have an audio recording of a pianist playing at a loud cocktail party. I'm
having the music transcribed and need the piano to be very clear to have it
transcribed correctly. I'm hoping you can process the audio to remove the
background noise while keeping the piano sound clear and intact. This is a
simple project conceptually, but I suspect it will be best suited for an
expert-level audio engineer given the level of background noise. Thanks so
much! Jon

",2023-04-22T02:44:42+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$5.00-$100.00,United States,Yes,              395.33,3,"5.00 Stars, based on 3 feedbacks",Expert,50+,False,4,[jobLink](https://www.upwork.com/jobs/~01bc5c544aac279194)
"Podcast Episode Editing for Female Entrepreneur Podcast

","We are seeking a skilled audio editor to produce and edit podcast episodes for
a female entrepreneur podcast. The ideal candidate will have experience with
audio post-production, music placement, and podcast production. Proficiency in
using Audacity and other audio editing software is ideal. The successful
candidate will be responsible for editing podcast episodes, including cleaning
up audio files, removing unnecessary background noise, and adding music and
sound effects where necessary. They will also be responsible for ensuring that
the final product meets our high-quality standards and is ready for
publication. The project length is expected to be 1 to 3 months, and the
workload will vary depending on the number of episodes produced during this
period. To apply for this position, please submit a proposal that outlines
your experience and skills in audio editing and podcast production. Please
include links to any previous projects you have completed that demonstrate
your ability to produce high-quality audio content for podcasts. We look
forward to hearing from you! Note: Some of the content in this job post may
have been auto-generated using advanced AI.

",2023-05-05T09:31:02+00:00,1 to 3 months,Less than 30 hrs/week,                0.00,,United States,Yes,"            3,254.10",1,"5.00 Stars, based on 1 feedback",Expert,50+,False,8,[jobLink](https://www.upwork.com/jobs/~01ef21f879d4989e5d)
"Make remix from song

","I have my song and I need some DJ or music producer to make remix of this
song. For all info contact me. Youtube link for song:
https://www.youtube.com/watch?v=ElR-VXwAVEg&ab_channel=SOUNDofficial

",2023-05-10T10:56:12+00:00,Less than 1 month,,               50.00,,Croatia,Yes,              150.00,1,"5.00 Stars, based on 1 feedback",Expert,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01e4073c53ecf27c68)
"Seeking Rap/Hip-Hop/R&B Lyricist for Club-Ready Song

","I am seeking a talented lyricist who specializes in writing for hip-hop and
R&B genres to help me create the lyrics for my new song. The song is about
failed love and I already have a melody and musical arrangement in place. This
track with a nice beat and a smooth, soulful vibe that would fit perfectly
with lyrics about heartbreak and moving on. I need someone who can write
compelling and emotionally resonant lyrics that will bring the story of the
song to life. It should be poignant and relatable lyrics that will resonate
with listeners. The final product should be a set of lyrics that fits
seamlessly with the existing music and captures the mood and theme of the
song.

",2023-05-05T20:59:22+00:00,Less than 1 month,,              200.00,,Ukraine,Yes,              495.00,3,"5.00 Stars, based on 3 feedbacks",Expert,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01dd977138b70e0fcb)
"Music Production - Solfeggio Healing Frequencies (Sleep & 432 Hz)

","Hi, We are looking for an ongoing producer to work across a variety of health
and meditation functional music projects. The ideal candidate will have worked
on similar projects before and be a genuine fan/listener of similar musical
compositions. Solfeggio healing frequencies is long music compositions that
are used for meditation, sleep and other similar alternative-health sessions.
These will often be 432hz & 528hz, though go across a wide spectrum.
Inspiration: Artist:
https://open.spotify.com/artist/5gUJK8QwnYlsLRnxepd7A5?si=kBgKF01zRCaTEtenXEz8aQ
Playlist:
https://open.spotify.com/playlist/3279XAVziBfVMSfzXfUWzf?si=62a8892af8c8497c
Video: https://www.youtube.com/watch?v=eWLVBP3VrO4&t=1601s You will be tasked
to deliver 60-minute batches of varied Solfeggio Healing Frequencies as music.
For example one may be 60-minutes of only 432hz. Each file will need to be
mixed/mastered to the best of your ability. Please reply with similar music
projects as examples and use the keyword 'healer' to show your attention to
detail. We look forward to finding an ongoing music partner for various bi-
weekly projects. Thank you.

",2023-03-26T02:46:39+00:00,1 to 3 months,,               60.00,,Australia,Yes,"           10,221.75",51,"4.98 Stars, based on 51 feedbacks",Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01f7c0a287959dad00)
"Audio engineer

","We are a musician duo, with 10 songs ready for mixing/mastering on Logic pro
x. We have a beginner to intermediate knowledge of mixing, and our logic
projects are generally close to what we want on panning and volume levels. We
want help to add required compression/reverb to the songs + mastering.

",2023-04-26T04:47:03+00:00,1 to 3 months,,"            2,000.00",,United States,No,                0.00,0,No feedback yet,Expert,50+,False,6,[jobLink](https://www.upwork.com/jobs/~011e98a79855aca43f)
"Meditation Audio Editing

","Looking for someone to prepare three meditation audios for Insight Timer. I
have purchased the royalty-free background music and I need an ending bell
added to the end. I can give samples of other meditations so you can get an
idea of what I'm looking for. There are three meditations to edit and here are
their lengths: \- 3.57 min, 5.46 min, and 10:25 min There are specific
requirements with Insight Timer and they are listed here: https://insight-
timer.freshdesk.com/en/support/solutions/articles/67000664823-content-
requirements-and-guidelines

",2023-05-11T13:59:15+00:00,Less than 1 month,,              300.00,,United States,Yes,                0.00,0,No feedback yet,Intermediate,50+,False,6,[jobLink](https://www.upwork.com/jobs/~014561f3085a6f7c71)
"Podcast audio engineer to tell a story. Lo-fi vibes, edited to connect with
listeners emotionally

","My podcast is about financial experiences and the emotions people feel while
on their journey. There will be two different versions, video which I will
post on YouTube, and audio for the podcast. At the moment, I only need help
with editing the podcast. The audio version will only feature the voice of the
interviewee. The idea is to tell the story of the guest, to help connect and
inspire the audience. I'm looking for the audio episodes to be 30 mins or
less. But the raw file will be longer since it will technically be a
conversation between my guest and I. I already have a mixed beat. Just looking
for someone who can edit the sound for the episodes that I am beginning to
film. Add the beat and a few transition sounds. My vibe is mellow and
grounded.

",2023-04-20T18:08:51+00:00,More than 6 months,Less than 30 hrs/week,                0.00,,United States,No,                0.00,0,No feedback yet,Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01baef338d28b9b1f0)
"Audio fix

","edit clicks out of audio from a six an a half minute program

",2023-04-18T19:08:17+00:00,Less than 1 month,,               25.00,,United States,Yes,"           12,229.50",7,"4.89 Stars, based on 7 feedbacks",Intermediate,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~01e5aa1e7d298ef395)
"Composer

","Composing audio for our Senior Thesis. Switching music styles to do with
dimensional changes in the video. Main settings will be: Lab, Space, Wizard,
Film Noir, Medieval, And Mix Style.

",2023-05-08T22:24:21+00:00,3 to 6 months,,"            1,250.00",,United States,No,                0.00,0,No feedback yet,Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01c8ddc4ce49c849f7)
"Clean Up Poor Audio Quality

","I have tons of recordings of phone calls from our sales team. I need to make
the audio sound normal and not like it is a recorded call. I need someone who
is able to do this.

",2023-05-10T08:42:24+00:00,Less than 1 month,,              100.00,,United States,Yes,"            3,198.12",2,"5.00 Stars, based on 2 feedbacks",Expert,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~012582b80c3ca64255)
"Virtual Podcast Producer and Editor

","Job Summary: We are seeking a Virtual Podcast Producer and Editor to join our
team. The ideal candidate will be responsible for managing the production of
our podcast from start to finish. This includes scheduling guests, recording
and editing audio, and publishing episodes. The successful candidate will be
able to work remotely and provide ongoing support to ensure that our podcast
is of the highest quality. Responsibilities: Record, edit, and mix audio for
podcast episodes. Manage the post-production process, including adding music,
sound effects, and intros/outros. Publish episodes on hosting platforms and
distribute to relevant channels. Provide ongoing support and guidance to
ensure the quality of the podcast is maintained. Collaborate with team members
to develop new ideas and strategies to improve the podcast. Requirements:
Experience in audio production and editing. Excellent written and verbal
communication skills. Familiarity with podcast hosting platforms (such as
Anchor, Buzzsprout, or Libsyn). Ability to work remotely and maintain
consistent communication with team members. Creative thinking and problem-
solving skills. Ability to work within tight deadlines and manage multiple
projects simultaneously. A passion for podcasts and a willingness to learn new
skills. This is a per production role with a limited budget, with the
possibility of increasing hours or deliverables as the podcast grows. If you
are interested in this opportunity, please send your resume, a cover letter,
and samples of your work.

",2023-04-30T11:20:01+00:00,3 to 6 months,Less than 30 hrs/week,                0.00,,United States,Yes,"            4,125.34",2,"5.00 Stars, based on 2 feedbacks",Intermediate,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~016c7baa09c7627570)
"5 technical podcast episodes

","My colleagues and I have been making the Yes-code podcast
https://yescode.org/podcast and we're looking for audio editing help with 5
episodes of our second season. It's an interview podcast, we used Zencastr for
recording so we have both sides of the audio. If this sounds good to you, I
can send the intro music and the spoken intro in addition to these audio
files.

",2023-05-12T13:53:10+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,,United States,No,                0.00,0,No feedback yet,Intermediate,20 to 50,False,2,[jobLink](https://www.upwork.com/jobs/~01d04bb83fbc343c21)
"In need of a mixing engineer for a new track

","I have a rock track i would like to get mixed by a mix engineer please send me
some songs of your portfolio or past jobs. I would need it to be mixed fairly
quickly. I dont want a lot of changes just a few notes i will give you.

",2023-04-26T00:05:52+00:00,Less than 1 month,,               40.00,,Peru,No,                0.00,0,No feedback yet,Intermediate,20 to 50,False,2,[jobLink](https://www.upwork.com/jobs/~01437251e4b647fb16)
"AI Sound Engine App Development

","We are seeking a skilled and experienced App Developer to work on an exciting
new project: an AI-backed music app that creates tunes tailored to the
listener's mood and preferences. The app will be developed for web, Android,
and iOS platforms. The ideal candidate should be passionate about developing
cutting-edge mobile applications and have experience in implementing machine
learning models in mobile applications. Key Responsibilities: -Work
collaboratively with our team of developers, designers, and product managers
to develop and launch the app on multiple platforms. -Design and develop
features for the app's backend, implementing machine learning models for
generating personalized music recommendations based on different categories.
-Ensure high performance and responsiveness of the app's front-end by
developing and optimizing code. -Participate in code reviews, testing,
debugging, and troubleshooting of issues. -Stay up-to-date with the latest
technologies, trends, and standards in mobile app development. -Develop and
test the app across multiple platforms -Ensure the app meets quality standards
and is bug-free Requirements: -Strong experience in app development for web,
Android, and iOS platforms -Proficient in programming languages such as Java,
Swift, Kotlin, and JavaScript, PyAudio, Librosa, and JUCE, \- reate machine
learning algorithms: Use machine learning algorithms such as neural networks,
decision trees, and support vector machines to analyze and interpret user
inputs such as time of day, location, weather, and heart rate. Use this data
to select appropriate sounds and adjust their parameters to create a
soundscape that is personalized for the user. \- Use real-time audio
processing techniques such as dynamic range compression, equalization, and
filtering to adjust the soundscape parameters in response to changes in the
user's environment -Knowledge of AI technology and experience in building AI
models - IS A MUST. -Familiarity with music theory and audio processing
Experience with cloud platforms such as AWS or Google Cloud Platform
-Excellent problem-solving skills and attention to detail -Strong
communication skills and ability to work in a team \- Integrate the sound
engine into an app: Create a user interface that allows the user to input
their personal data and preferences. Create a system that integrates the AI
algorithms and real-time audio processing into the app. \- AI and Machine
learning experience is a MUST. If you do not have this experience under your
belt, do not apply for this project. \- AI framework knowledge - TensorFlow or
PyTorch to build the machine learning models that power the app. If you submit
a proposal, please tell me exactly what experience you have with previous
project examples of how you have used AI and machine learning. Also provide me
with a set of questions that will help me understand the core of this project.
If I can see that your questions align to the project goal achievement, you
will be contacted for an interview. Looking forward to partner up with you!

",2023-04-12T08:46:52+00:00,More than 6 months,,"            7,000.00",,Australia,Yes,              200.00,1,"5.00 Stars, based on 1 feedback",Expert,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~018eff428728843e9a)
"Podcast editor needed to edit 1 episode (1-1.5 hour)

","I'm looking for a podcast editor to edit 1 podcast episode which comprises 2
interviews. First interview has 4 participants and therefore 4 audio tracks,
approx 1 hour in duration Second interview has 3 participants, 3 audio tracks
approx 30 mins. Overall the podcast episode should be about 1 hour in duration
and should follow a structure that we can provide. Any enhancements to the
sound quality would be appreciated We also need some background music/jingles
added at certain points (we can provide the audio) We hope to have it
completed in the next 2 weeks or so Ideally you can show us some examples of
podcasts you previously produced

",2023-04-18T21:19:39+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$5.00-$20.00,Switzerland,No,                0.00,0,No feedback yet,Intermediate,20 to 50,False,2,[jobLink](https://www.upwork.com/jobs/~0195efe63abeea8081)
"Post editing of audio files

","This is a post editing job for audio mp3 files. There are about 33 hours of
the files. I would like to remove extra sounds and have a clearer sound.
First, I need 1 hour and if than later the other 32 hours.

",2023-04-09T16:46:05+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$5.00-$15.00,Slovenia,Yes,"            2,312.02",4,"5.00 Stars, based on 4 feedbacks",Intermediate,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~015aabb317ef0a74e1)
"Edit Static Audio Background Noise

",". Hello! I'd like to invite you to edit the audio so that the static
background sound is removed and it's clean audio as well as to match the
volume of the two speakers (1st and 2nd) Alex B

",2023-04-24T05:58:33+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,,United States,No,                0.00,0,No feedback yet,Intermediate,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~01f4fefd90b56caece)
"Professional Jingle Composer

","We are an established Advertising Agency based in Guayaquil, Ecuador looking
to work with a experienced freelance jingle composer, writer, and producer.
Our Clients are some of the most prestigious companies in the Ecuador and
international markets.

",2023-04-19T16:46:58+00:00,1 to 3 months,Less than 30 hrs/week,                0.00,$31.00-$62.00,Ecuador,No,                0.00,0,No feedback yet,Expert,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01b1223087949775d2)
"Audio Engineering and File Splitting for Voice Acting Audio

","\- We will likely have about 3.5 hours of dialogues and 9.7 hours of feedbacks
(spoken audio) across 13 simulations to be mixed, mastered and split into
files. \- We're looking for noise removal/noise reduction, hum removal,
equalization, sound matching, compression, and enhancement of the audio
quality. \- The recordings will be done in WAV, mono, 44.1 khz, minimum of 24
bit depth, -23 dB for LUFS and a noise floor of -66 to -72 dB. \- The
dialogues and feedbacks will need to be split into about 4,000 files and
convert into MP3 files at 64 kbps. \- Where the splits should occur is clearly
demarcated in the script (in Excel), along with IDs for each file.

",2023-04-07T20:08:51+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$10.00-$20.00,United States,Yes,"          110,867.99",10,"4.30 Stars, based on 10 feedbacks",Intermediate,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~01a39e79bef85f3327)
"Mixing pop/rap song

","mix vocals after I send you all vocal stems! 2 artists on the track.

",2023-04-24T18:16:50+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,,United States,Yes,              160.00,1,"0.00 Stars, based on 1 feedback",Intermediate,50+,False,4,[jobLink](https://www.upwork.com/jobs/~01940a7807418b11fc)
"Long Term / Ongoing Podcast Producer

","My company, Everlend, has an established podcast ""You Have My Interest"", and
are looking for a producer. Apple podcast link here
(https://podcasts.apple.com/us/podcast/you-have-my-interest-getting-personal-
with-property/id1660679226) We produce 1 episode per week on a 4 week
rotation: 1\. Deep Dive - 45-60 mins 2\. Q&A - 20 mins 3\. Guest Interview -
45-60 mins 4\. Finance File - 20 mins We are looking for someone to complete
the following tasks, and quote an ongoing monthly rate please: \- Audio
editing & post-production (intro/outro/music background/noise reduction/sound
optimization/sound effects/ad insertion) \- Thumbnail design
(Facebook/Instagram/LinkedIn/Blog) \- Writing Podcast Show Notes \- Handling
Podcast hosting platforms \- Ensuring episodes are properly distributed to
iTunes, Google Podcasts, Stitcher & Spotify \- Creating Audiograms for
Instagram (approx 1 per month - not every episode) \- Social Media management
\- Website Podcast Episode posting

",2023-04-17T08:03:20+00:00,More than 6 months,Less than 30 hrs/week,                0.00,,Australia,No,                0.00,0,No feedback yet,Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01de491c842ce18c8b)
"Clean Up Poor Audio Quality

","We are looking for an experienced audio editor to clean up poor audio quality
for our upcoming podcast episodes. The length of the job will be 1 to 3
months, depending on the number of episodes that need editing. The ideal
candidate should have strong skills in Audacity, Audio Editing, Audio
Mastering, Audio Post Production, Avid Pro Tools, and Podcast. Your main
responsibilities will include cleaning up audio tracks, removing background
noise, enhancing sound quality, and ensuring that the audio is consistent
throughout the podcast episode. To apply for this job, please submit a
proposal describing how you can help with this project. Please include links
to some past completed projects that showcase your audio editing skills. We
look forward to hearing from you and finding the right candidate to join our
team. Note: Some of the content in this job post may have been auto-generated
using advanced AI.

",2023-05-11T03:19:18+00:00,1 to 3 months,not_sure,                0.00,$30.00-$50.00,United States,No,                0.00,0,No feedback yet,Expert,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~01dc50c42087394446)
"Audio Editor needed to mix Short Film.

","I have a 8 minute short film that needs all the dialogue and sound design to
be mixed properly. The mix will be provided in which ever format you require.
Please share examples of your short films, web series or tv shows where you
mixed the project. Thanks. Preferably Protools

",2023-04-16T01:55:18+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$15.00-$33.00,United States,Yes,"            3,228.70",18,"5.00 Stars, based on 18 feedbacks",Intermediate,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~01f4f010c5890bde35)
"Animation Sound Designer

","We are looking for a talented Sound Designer to join our animation team. As a
Sound Designer, your role will be to add sound effects and audio elements that
bring our animations to life. Responsibilities: \- Collaborate with the
animation team to understand project requirements. \- Create and edit sound
effects and atmospheric audio. \- Select and integrate background music and
soundtracks. \- Mix and master audio elements for optimal quality.
Requirements: \- Experience as a Sound Designer, preferably in animation. \-
Proficient in digital audio workstations. \- Strong understanding of sound
design principles. \- Excellent collaboration skills.

",2023-05-14T01:53:32+00:00,1 to 3 months,Less than 30 hrs/week,                0.00,$10.00-$20.00,Australia,Yes,"          283,095.30",85,"4.65 Stars, based on 85 feedbacks",Intermediate,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~0141223f6adb31496f)
"Audio edit

","We are looking for someone to cut, edit and clean up audio from existing audio
clips.

",2023-05-11T21:20:33+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,$10.00-$20.00,United Kingdom,Yes,"           10,626.13",29,"4.83 Stars, based on 29 feedbacks",Expert,50+,False,4,[jobLink](https://www.upwork.com/jobs/~01959fb48326544854)
"Simple MP3 Mix of some YouTube songs needed

","We are looking for an experienced audio editor who can produce a simple MP3
mix of some YouTube songs. The project length is less than 1 month and
requires proficiency in audio editing, audio production, music production, and
sound mixing. The ideal candidate should be able to take the selected YouTube
songs and create a seamless mix that is suitable for an upcoming event. The
mix should be about an hour long and should flow smoothly from one song to the
next. The candidate should have excellent attention to detail and be able to
work efficiently to meet the project deadline. In your proposal, please
describe your experience in audio editing and production, as well as your
approach to creating a mix. Please include links to past projects that
demonstrate your skills in this area. We are looking for someone who is
creative, reliable, and can deliver high-quality work. We look forward to
hearing from you!

",2023-05-09T15:14:31+00:00,Less than 1 month,,               20.00,,United Kingdom,Yes,"           78,724.00",168,"4.93 Stars, based on 168 feedbacks",Entry level,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~011d999f9f5cd0a689)
